title,street,city,state,zipcode,phone,email
Stomar Inc dba Orbit U-Store,437 W. San Marcos Blvd.,San Marcos,California,,7607445800,
Storage West Self Storage,235 East Carmel St.,San Marcos,California,92078,7607444510,
"Stow-A-Way Mini Storage
Gold Member","616 Canal St, CA, 94901",San Rafael,California,94901,4154541889,
1st Avenue Self Storage,120 Sea View Drive,San Rafael,California,94901,4152589777,kenbrown120@gmail.com
Bellam Self Storage and Boxes,24 Bellam Boulevard,San Rafael,California,94901-5312,4154543906,andreegood@yahoo.com
CubeSmart,2828 West 5th Street,Santa Ana,California,92703,7145423866,STORE0285@CUBESMART.COM
Storage West Self Storage,2730 S. Fairview St.,Santa Ana,California,92704,7145573700,
El Camino Self Storage Inc,1198 Sherman St,Santa Clara,California,95050-4960,4082968034,elcaminostorage@sbcglobal.net
Santa Clara Self Storage,1700 De La Cruz Blvd,Santa Clara,California,95050,4087272744,manager@santaclaraselfstorage.com
EZ Access Self Storage LLC,"Centre Pointe Business Park, 21070 Centre Pointe Parkway",Santa Clarita,California,91350,6612595606,
Santa Fe Self Storage,13633 E. Rosecrans Ave.,Santa Fe Springs,California,90670,5626450127,
"Betteravia Self Storage
Gold Member","1265 W Betteravia Rd, CA 93454",Santa Maria,California,93454,18052540110,
Santa Maria,3040 Skyway Drive,Santa Maria,California,93455,8059222322,americanselfstorage@verizon.net
All Safe Mini Storage,1920 Preisker Ln,Santa Maria,California,93454-1150,,jjpaulson@verizon.net
"Barham Self Storage
Gold Member","49 Barham Ave, CA, 95407",Santa Rosa,California,95407,17075277794,
"Lock-It-Up Self Storage
Gold Member","3570 Airway Dr, CA 95403",Santa Rosa,California,95403,17077031063,
"Oak Creek RV and Self Storage
Gold Member","6310 Stonebridge Rd, CA, 95409",Santa Rosa,California,95409,7075383230,
"StoragePRO Self Storage of Santa Rosa
Gold Member","4420 Sonoma Hwy, CA 95409",Santa Rosa,California,95409,17076763971,
American Storage,3000 Dutton Ave Ste B,Santa Rosa,California,95407,7078004994,americanstoragesantarosa@gmail.com
Barham Self Storage Inc,49 Barham Ave.,Santa Rosa,California,95407 7005,7075277794,manager@pacific.net
Empire Mini Storage,985 A Slate Drive,Santa Rosa,California,95405,7075395790,skyjim47@hotmail.com
Larkfield Self Storage,5241 Old Redwood Highway,Santa Rosa,California,95403-1226,7075421522,
Sonoma Storage Emporium,4201 Santa Rosa Avenue,Santa Rosa,California,95407,7072069400,glarsen@marinloans.com
StorageCare,1447 Cass Rd.,Santa Rosa,California,95407-7779,7075454210,qqrada14@aol.com
American Eagle Self Storage,8810 Cuyamaca St.,Santee,California,92071,6195628831,storage@santeeselfstorage.com
Magnolia Self Storage,10805 Kenney St.,Santee,California,92071-4634,6194487867,klgproperties@yahoo.com
Storage Depots of California,276 Mt. Hermon Road,Scotts Valley,California,95066,8314382400,depotdesktop@aol.com
Foothill You Stor,c/o 15638 Woodfield Place,Sherman Oaks,California,91403,8185016300,jravitz@quincycass.com
Neighborhood Storage Assoc,4918 Morse Avenue,Sherman Oaks,California,,8186358713,
All Aboard Mini Storage,"990 Highland Drive, #300",Solana Beach,California,92075-2438,8582590937,
Ferber Properties,PMB 189 665 San Rodolfo Dr. #124,Solana Beach,California,92075 2047,8587935381,
Mother Lode Storage,15045 Camage Avenue,Sonora,California,95370,2095326200,
Sonora Mini Storage,14328 Cuesta Ct.,Sonora,California,95370-8223,2095337766,diannkaiser@aol.com
AllStore Center,345 Shaw Road,South San Francisco,California,94080,6508738020,paulk@allstorecenter.com
ARCO's Self Storage,1357 San Mateo Avenue,South San Francisco,California,94080-6511,6508732726,
CubeSmart,9180 Jamacha Road,Spring Valley,California,91977,6194660564,STORE0286@CUBESMART.COM
Storage West Self Storage,10756 Jamacha Blvd.,Spring Valley,California,91978,6196705141,
"Storagepro of Stockton
Gold Member","3737 s 99 Frontage Rd, CA, 95215",Stockton,California,95215,2099412400,
"StoragePRO Self Storage of Stockton
Gold Member","2660 French Camp Turnpike, CA 95206",Stockton,California,95206,12097514422,
Advanced Mini Storage,2625 Monte Diablo Ave.,Stockton,California,95203,2094664444,ronv@storagelaws.net
Hammer Lane RV and Mini Storage,6220 Sampson Road,Stockton,California,95212,2097514423,richard_samra@hotmail.com
Secured Storage of Stockton Inc,24424 N. 81st Street,Stockton,Arizona,85255-2809,4806565875,doggybag@cox.net
Stockton,1880 W Charter Way,Stockton,California,95206,2094639700,myamericanstorage@sbcglobal.net
Pack Ten Storage,11022 Olinda Street,Sun Valley,California,91352,8187711221,danielle@packtenstorage.com
Stor It 4 Less LLC,9327 San Fernando Rd.,Sun Valley,California,91352-1404,8183768241,storit4less@hotmail.com
Lock It Up Self Storage,220 West Ahwanee Ave,Sunnyvale,California,94085,4087344888,cat@lockitupstorage.com
Butterfield Ranch Self Storage Inc,43920 Butterfield Stage Rd,Temecula,California,92592-7252,9513028288,marke@westmar.net
CubeSmart,44618 Pechanga Parkway,Temecula,California,92592,9516766606,STORE0336@CUBESMART.COM
CubeSmart,28401 Rancho California Road,Temecula,California,92590,9515062440,STORE0713@CUBESMART.COM
Simi Valley Mini Storage Inc,PO Box 4736,Thousand Oaks,California,91359-1736,8055811180,
Absolute Storage,72450 Varner Rd.,Thousand Palms,California,92276,7603431801,absolute@platinumstorage.com
CubeSmart,72500 Varner Road,Thousand Palms,California,92276,7603430099,STORE0291@CUBESMART.COM
The Empty Attic,736 W Del Amo Blvd,Torrance,California,90502,3103245185,admin@ministoragenow.com
"Tracy Self Storage
Gold Member","250 Valpico Rd, CA, 95376",Tracy,California,95376,2092075298,
"Tracy SS (Tracy)
Gold Member","250 Valpico Rd, CA, 95376",Tracy,California,95376,2092075298,
Ellis Self Storage - Turlock,3650 W. Taylor Rd.,Turlock,California,95382,2096561515,ellisturlock@inrech.com
Monte Vista Mini Storage,2000 W. Monte Vista Ave,Turlock,California,95382,2096568900,jmicuda@yahoo.com
Baker Fairview Self Storage,17300 17th St. Suite J-416,Tustin,California,92780-1955,7147313205,steve@garrisons.org
Upland Stor-King Inc,135 S. CAMPUS AVE.,Upland,California,91786 -6830,9099816903,
A Storage Place Ltd,101 Orchard Drive,Ventura,California,93001,8056535952,
Coast Self Storage,6800 Leland St.,Ventura,California,93003,8056582428,
Saticoy Self Storage,1566 Los Angeles Avenue,Ventura,California,,8056562400,minihelp@yahoo.com
SelfStore LLC,9452 Telephone Rd #214,Ventura,California,,9715045348,triggs@emirates.net.ae
Safeguard Self-Storage,13574 6th Avenue,Victorville,California,,7602454443,safeguardselfstorage@verizon.net
Storage Direct Armargosa,15262 Mojave Drive,Victorville,California,92394,7609511117,Amargosa@storagedirect.com
Victor Valley Self Storage and RV Parking,12250 Ridgecrest Rd.,Victorville,California,92395-7781,7602450030,vvselfstorage@verizon.net
"Storage Pro- Walnut Creek
Gold Member","1615 Bonanza St # 208, CA 94596",Walnut Creek,California,,19259386300,
Central Self StoragePegasus Group,1148 Alpine Road,Walnut Creek,California,94596,9259300810,"davisd@pegasusgroup,net"
Self Storage of Walnut Creek,2690 N Main St,Walnut Creek,California,94597-2729,9259325088,
CubeSmart,301 South Lemon Creek Drive,Walnut,California,91789,9095950460,STORE0763@CUBESMART.COM
Lockaway Storage,308 Estrella Ave,Watsonville,California,95003,8316851478,cdunlap@lockawaystorage.com
American Storage,"2524 Townsgate Rd., Suite B",Westlake Village,California,91361,8053736141,larryc@craignancc.com
Apple Mini Storage,"31127 Via Colinas, Suite 806",Westlake Village,California,91362,8189914000,scott@bayview-west.com
Beach Blvd Self Storage,14400 Beach Blvd,Westminster,California,92683,7147938159,beachblvd@prpstorage.com
Beach Blvd Storage,14400 Beach Blvd,Westminster,California,92683,7147938159,beachblvd@prpstorage.com
Bolsa Chica Self Storage,13090 Old Bolsa Chica Rd.,Westminster,California,92683,7143730062,info@bolsachicaselfstorage.com
CubeSmart,6491 Maple Avenue,Westminster,California,92683,7148912558,STORE0218@CUBESMART.COM
ezStorage,1200 Baltimore Blvd(Rt. 140),Westminster,Maryland,21157,4108578080,store@ezstorage.com
Westminster Self Storage,325 Woodward Rd,Westminster,Maryland,21157,4108574169,info@wssmd.com
United Self Storage,8709 Painter Ave,Whittier,California,90605,5629452399,
Whittier Self Storage,10230 S Colima Road,Whittier,California,90603,5623094115,whittier@prpstorage.com
All Seasons Self Storage,6635 Gordon Road,Wilmington,North Carolina,28411,9107983855,
Dodson Annex Self Storage,1215 Centerville Road,Wilmington,Delaware,19808-6217,3029981234,pricescorner-ss@reybold.com
Junction Self Storage,5044 Carolina Beach Rd,Wilmington,North Carolina,28412,9107911150,treymcg@bellsouth.net
Martin Self Storage Inc,4851 Carolina Beach Road,Wilmington,North Carolina,28412,9107945557,mss5@martinselfstorage.com
North Chase Mini Storage,3311 Enterprise Drive,Wilmington,North Carolina,28405-2118,9103926464,
North Market Self Storage,2523 LaMotte Street,Wilmington,Delaware,19802-4358,3026527766,northmarket-ss@reybold.com
Prices Corner Self Storage,1215 Centerville Road,Wilmington,Delaware,19808-6217,3029981234,pricescorner-ss@reybold.com
Sentinel Self Storage,333 East Lea Boulevard,Wilmington,Delaware,19802,3027646300,ajulian@easternstatesdev.com
Tri-State Self Storage,501 Silverside Road,Wilmington,Delaware,19809,3027921100,pamela@fermassoc.com
Ahoy Self Storage,2 Market Circle,Windsor,Connecticut,06095,8606885512,info@ahoyselfstorage.com
Store-N-Save Self Storage Lld,777 Hwy 18,Windsor,Pennsylvania,N9J 3S8,8667380505,corporate@storensave.com
"Storage Star Yuba City
Gold Member","1233 Hunn Rd, CA 95991",Yuba City,California,95991,15303039234,
Best Choice Self Storage,875 Forbes Avenue,Yuba City,California,95991,5308229200,kbescrow@comcast.net
Storage West Self Storage,20485 El Toro Rd.,Mission Viejo,California,92692,9495888900,
"Storage Star Vacaville
Gold Member","170 Bella Vista Rd, CA 95687",Vacaville,California,95687,17073176361,
"StoragePRO of Vacaville
Gold Member","5006 Walnut Rd, CA 95687",Vacaville,California,95687,17072447867,
Stor-It Self Storage,109 Aegean Way,Vacaville,California,95687,7075143572,
McBride's Storage,7231 Kimball Avenue,Chino,California,91708,9096065700,andy@workhorseparts.com
Storage Outlet - Chino,13879 Central Ave,Chino,California,91710,9095484700,reservations@prpstorage.com
"Safe Store Self Storage
Gold Member","3723 112th Street SW, WA 98499",Lakewood,Washington,98499,2532036320,
Added Space Inc,767 River Avenue,Lakewood,New Jersey,08701,7323702770,jjfrain@hotmail.com
Lakewood Store and Lock,1519 Prospect Street,Lakewood,New Jersey,08701,7323639125,manager_lakewoodstorage@msn.com
Storage Outlet - Bellflower,10326 Foster Rd,Bellflower,California,90706,5629250534,reservations@prpstorage.com
San Clemente Self Storage,170 Avenida La Pata,San Clemente,California,,9493661133,storagesc@yahoo.com
San Dieguito Self Storage,860 Regal Road,Encinitas,California,92024-4627,7604362338,
Huntington Park Self Storage,5961 Santa Fe Avenue,Huntington Park,California,90255,3235815151,HPSelfStorage@att.net
Southwest Self Storage,8315 La Mesa Blvd.,La Mesa,California,,6194610012,
"Storage Star Woodland
Gold Member","35 Matmor Rd, CA 95776",Woodland,California,95776,15304059435,
"Woodland
Gold Member","1319 E Beamer St, CA 95776",Woodland,California,95776,19513664662,
"Woodland
Gold Member","1319 E Beamer St, CA 95776",Woodland,California,95776,19513664662,
Beamer Street Storage,1572 E. Beamer Street,Woodland,California,95776-6203,5306697399,yololnc@7thhour.com
Sierra Mini Storage,39 5th St,Woodland,California,95695-3326,5306623901,
PSA Private Storage Areas,8000 Artson St,Rosemead,California,91770-2404,6262884500,rosemead@psastorage.com
Lock and Leave Storage,550 S. Richfield Road,Placentia,California,92870,7149965100,brad@ewillard.com
Scripps Poway Self Storage,12380 Stowe Drive,Poway,California,,8587487777,manager@stoweit.com
Storage West Self Storage,14254 Poway Road,Poway,California,92064,8586791414,
"Joiner Parkway Self Storage
Gold Member","108 Joiner Pkwy, CA 95648",Lincoln,California,95648,19166216222,
East 'O' Street Self Storage LLC,290 S. 134th Street,Lincoln,Nebraska,68520-1262,4024890134,rolacres@aol.com
Kimco Self Storage,627 North 66th Street,Lincoln,Nebraska,68505-2409,4024233003,kimco56@windstream.net
Lincoln Storage,48000 U.S. 78,Lincoln,Alabama,35096,2057630076,
Lincoln Storage LLC,290 S 134th St,Lincoln,Nebraska,68506-0896,4024890134,KentT@thompsonrealtygroup.com
Self Storage Management Service Inc,PO Box 671,Lincoln,California,95648,9165014113,alang@selfstoragemanagement.com
Danville Storage and Harbour Point,3550 Camino Tassajara,Danville,California,94506,9257361001,john1789@aol.com
Hi and Dri Storage,3334 U S Highway 29,Danville,Virginia,24540,4348363785,nascar10@verizon.net
The Storage Place,465 Mt. Cross Road,Danville,Virginia,,4347996778,larrybarton@mindspring.com
Lock It Up Self Storage,1303 Palmetto Ave,Pacifica,California,94044,6503554575,cat@lockitupstorage.com
RV Storage USA,1260 S. State St.,San Jacinto,California,92583,9516545098,sanjacinto@prpstorage.com
San Jacinto,1260 S State Street,San Jacinto,California,92583,9516543198,
San Jacinto Storage,1137 S San Jacinto Ave,San Jacinto,California,92583-4620,9514876112,
"A to Z Self Storage
Gold Member","5060 Goldman Ave, CA 93021",Moorpark,California,93021,18053077478,
A to Z Self Storage Ltd,5040 Goldman Avenue,Moorpark,California,93021-1760,8055294303,
Redding,5242 Westside Road 1,Redding,California,96001,5302419999,amssredding@att.net
North Tulare Mini Storage,1682 N J St,Tulare,California,93274-1310,5596884787,dcc-cc@earthlink.net
Storland,1766 E Foster Dr,Tulare,California,93277,5596877867,storeland@comcast.net
North Plano Self Storage LLC,671 N. Plano St.,Porterville,California,93257-6328,5597882127,storage@inreach.com
"Budget Mini Storage
Gold Member","1550 Glendale Ave, CA 93230",Hanford,California,93230,15595884144,
"Budget Mini Storage
Gold Member","1550 Glendale Ave, CA 93230",Hanford,California,93230,15595884144,
1st Avenue Self Storage,480 1st Avenue,Delano,California,93215,6617255886,firstavenuestorage@gmail.com
ezStorage,4301 Rhode Island Avenue,Brentwood,Maryland,20722,3012091009,store@ezstorage.com
Mallory Station Storage,600 Church St E,Brentwood,Tennessee,37027,6153771299,mondayco@bellsouth.net
Secure One Self Storage,7120 Northlake Drive,Brentwood,Tennessee,,6155006630,pjconroy@comcast.net
"Butterfield Self Storage
Gold Member","955 Jarvis Dr, CA 95037",Morgan Hill,California,95037,16693335659,
Silicon Valley Self Storage,18025 Monterey Street,Morgan Hill,California,95037,4084650672,
Mercey Springs Mini Stg,420 Mercey Springs Rd.,Los Banos,California,93635-3857,2098263486,
Diamond Self Storage,4239 N. Modelwood Dr.,Beverly Hills,Florida,34465,3527466997,manager@diamondselfstorage.com
Storage Etc,8447 Wilshire Blvd. Suite 100,Beverly Hills,California,90211,3238521400,JHowe@storageetc.com
SWS Storage,33868 Mission Trl,Wildomar,California,92595,9512451855,swsstorage@coastinet.com
Menlo-Atherton Storage,3757 Haven Avenue,Menlo Park,California,94025-1011,6503663757,office@menloathertonstorage.com
P and R Self Storage,1639 N. Guam St,Ridgecrest,California,93555-8904,7604467159,randltolz@aol.com
Storage Vault,4651 W Inyokern Rd,Ridgecrest,California,93555-8400,7603774444,rnichols@ridgenet.net
Zip Self Storage,1430 N. Norma Street,Ridgecrest,California,93555-2500,7604996360,jim@zipselfstorage.com
CubeSmart,3300 Park Road,Benicia,California,94510,7077471730,STORE0758@CUBESMART.COM
Livingston Self Storage,2370 Walnut Ave,Livingston,California,95334-1848,2093946158,robert@jfcinc.com
Livingston Self Storage LLC,5237 US Highway 89 South,Livingston,Montana,59047-9176,4062227394,storage@ycsi.net
Woodshed Storage and RV Parking,1415 Mehlert,Kingsburg,California,93631-2423,5598974925,jwoods1405@aol.com
mini - pac Self Storage,1951 N. Gaffey Street,San Pedro,California,90731,3108324770,MpacSP@decurion.com
Delhi Mini Storage,10733 Flower St,Delhi,California,95315,2096699949,delhi@platinumstorage.com
Myers Self Storage,16464 Letteau Ave,Delhi,California,95315,2096690212,myers@platinumstorage.com
"Abby`s Self Storage
Gold Member","50 Abby Road, CA, 93465",Templeton,California,93465,8054349000,
Edd's Mini Storage,17369 Sierra Highway,Canyon Country,California,91351,6612510823,
Private Mini Storage Ltd,20628 Santa Clara Street,Canyon Country,California,91351-2495,6612521100,
"Clock Tower Self Storage - Marysville
Gold Member","8119 State Ave, WA 98270",Marysville,Washington,98270,15098226251,
Arboga Self Storage,3024 Plumas Arboga Rd.,Marysville,California,95901,5307411992,brent@hastey.net
Marysville,1597 HAMMONTON SMARTVILLE ROAD,Marysville,California,95901,5307427511,americanselfstorage@comcast.net
"Airport Self Storage
Gold Member","11999 CA-267, CA 96161",Truckee,California,96161,15305871413,
Xtra Mini Storage,10816 W River St,Truckee,California,96158,5305875145,
Nevada City Self Storage,13388 Joe Day Ranch Road,Nevada City,California,,5302657835,office@nevadacityselfstorage.com
Springhill Storage LLC,PO Box 1127,Nevada City,California,,5302659134,
"Corte Madera Mini Storage
Gold Member","5776-B, Paradise Dr, CA 94925",Corte Madera,California,94925,14153268383,
Southpoint Self-Storage,6905 Southpoint Ave.,Sebastopol,California,,7078230111,susie@spselfstorage.com
Cloverdale Mini Storage,510 Antonio St.,Cloverdale,California,95425,7078942604,tom@cloverdaleministorage.com
